,Product_Location_in_Tree,Product_title,Product_image_URL,Product_brand,Product_Rating,Number_of_Customer_review,Product_price,Product_About_Item,Product_Dim,Product_ASIN,Product_Item_Model_number,Product_Department,Product_Date_First_Available,Product_Special,Product_manufacturer,Country_Origin,UPSPSC_Code,Product_BSR,Number of sold of in a month,Product Specification,Product Description
15,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"StickyGrippy Suction Phone Card Holder Mount, Phone Wallet, Silicon Adhesive Phone Accessory for iPhone and Android, Hands-Free Mirror Shower Phone Holder, TikTok Videos and Selfies (Pink)",https://m.media-amazon.com/images/I/71x12L8CP3L._AC_SX679_.jpg,StickyGrippy,3.7,36,$15.99,"Introducing the StickyGrippy Card Holder: The ultimate phone accessory that seamlessly combines the power of suction cups with the practicality of a phone wallet!
Cute and Convenient: The StickyGrippy is an innovative phone holder that lets you take cute photos and videos hands-free! Attach your smartphone to clean, flat surfaces like mirrors, showers, and windows with ease.
Strong and Sturdy: Don't worry about your phone falling or dropping - the StickyGrippy has 24 individual suction cups that provide a stronger, more reliable hold than other phone holders.
Ideal for Content Creators: Whether you're an influencer, TikTok creator, or just love sharing content, the StickyGrippy is perfect for capturing those shareable moments.
Easy to Use: Attaching the StickyGrippy to almost any standard smooth cellphone case is a breeze with its peel-and-stick adhesive backing. We use 3M adhesive which provides the best stick to any phone! Compatible with popular phone brands such as iPhone, Samsung Galaxy, and HTC.
Quality Guaranteed: Enjoy unbeatable customer service and support, long-lasting durability, and quality control with every StickyGrippy purchase. It's perfect for your on-the-go lifestyle!",0.27 x 2.28 x 3.54 inches,B0C9GLSHW6,SG2,Unisex,"June 27, 2023",none,Casemash,China,none,#16,none,none,Product Description
16,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"Sinjimoru Stretchy Magnetic Phone Wallet, Magnetic Card Holder for Back of Phone as Phone Wallet Stick On for MagSafe Wallet Compatible with iPhone 15 14 13 12 Series. M-Basic Black",https://m.media-amazon.com/images/I/61sKOoYuOyL._AC_SX679_.jpg,Sinjimoru,4.1,469,$16.99,"COMPATIBILITY: Compatible with iPhone 12 13 14 15, cases for MagSafe, and any phone type when M-Plate attached. It is not compatible with non-MagSafe cases.
BASIC PHONE CARD HOLDER FOR MAGSAFE PHONE: Magnetic credit card holder for MagSafe cell phone that holds up to 5 cards in the stretchy fabric phone pocket.
INCOMPARABLE MAGNETIC FORCE WITH SILICONE PAD: Compatible with iPhone 12 13 14 15 Series or Case for MagSafe with 1600 gauss magnetic force, higher than other magnetic Phone products.
FLEXIBLE FABRIC PHONE WALLET STICK ON: Magnetic wallet for MagSafe with stretchy fabric so that you can easily pull out your cards.
PACKAGE & WARRANTY: The package includes M-Basic x1, Manual x1. Sinjimoru offers 90 days warranty for all of our products. Please feel free to contact us :)",3.7 x 2.48 x 0.2 inches,B0B7LV4ZQQ,SMA_BASC_VER2,Unisex Adult,"July 26, 2022","Magnetic, Camera Protector, Card Slot",Sinjimoru Co. Ltd,none,none,#17,none,none,"Product Description
Attaches via MagSafe
The MagSafe function enables easy attachment and reattachment, as well as wireless charging.
5 Colors to Match Your Own Style
Choose one of the 5 colors navy, grey, beige, black and red according to your own taste.
Powerful Magnet Strength
With its powerful magnet, the wallet stays in place even when inserting or taking out cards.
Take a look Take a look Take a look Take a look Take a look Take a look
Product Name M-Basic M-BGrip M-Flap M-Plate M-Airclo Sinji Loop Clip Two Tone
Compatible model iPhone 12/13/14/15 series iPhone 12/13/14/15 series iPhone 12/13/14/15 series iPhone 12/13/14/15 series iPhone 12/13/14/15 series All Smartphones
What's special Basic MagSafe Wallet 3 in 1 MagSafe Wallet Secure Magsafe Wallet MagSafe Magnet Sticker MagSafe Clear Phone Case Reusable Phone Strap
Material Magnet & Nylon Magnet & Nylon Magnet & Nylon Magnet & Plastic TPU & Polycarbonate Silicone & Zinc Alloy
Color Options 6 Color Options 5 Color Options 5 Color Options 2 Color Options 7 Size Options 4 Color Options"
17,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"Sinjimoru Stick-on Phone Card Holder Case, Phone Wallet Credit Card Holder on Back of Phone with up to 3 Cards and Cash Storage. Zip Black",https://m.media-amazon.com/images/I/61EKpi3AGwL._AC_SX466_.jpg,Sinjimoru,4.2,"4,002",$9.99,"CARD CASE WITH ADHESIVE GEL-PAD: Sinjimoru Card Zip is an innovative card case with an attachable gel-pad on the bottom - stick it to your phone or any other flat surface to use as a mobile card wallet, card holder on your desk, etc. You can restore the adhesiveness of the gel-pad by washing it under running water.
STICK-ON CARD HOLDER CASE FOR OPTIMAL STORAGE: The card holder can store up to 3 cards. A silicone inlay provides the perfect fit for your cards and prevents any rattling noises while carrying. It can also store cash and business cards granted their size is less than a credit card.
ULTRA LIGHT DESIGN: Card Zip is an ultra-slim and light card holder case made of durable PE Plastic material. It stores your cards safely without adding bulk to your phone and fits neatly into all environments.
ADHESION/COMPATIBILITY: The iPhone case wallet can be attached on any kind of flat surface or mobile phone such as iPhone, Android, smartphone, tablet, office desks etc. The reusable gel pad allows reattachment when changing phone model or case.
PACKAGE & WARRANTY: The package includes Card Zip x1, manual x1. Sinjimoru offers 90 days warranty for all of our products. Please feel free to contact us :)",None,B07D7RFKXN,None,none,"January 29, 2018",none,none,none,none,#18,none,none,"Product Description
We offer convenience: Interchangeable phone accessories right by hand.
Play Video
Sinjimoru Card Zip is a minimalistic and solid phone cardholder that you can easily attach to the back of your phone.
Our Design
Sinjimoru strives to develop the best products possible to make everyday life easier and more fun.
Benefits
1 Sinjimoru Brand 2 Secure Card Holder 3 3 Cards Storage 4 Phone Kickstand 5 Reusable Card Holder
How to use the Card Zip
Choose the best solution for you!
Card Zip
Sinji Pouch Basic 2
Sinji Pouch B-Grip
Secure Card Holder
Card Zip protects your personal information in the pouch.
Easy Attachment
Sinji Pouch Basic 2 can be easily attached to any type of your phone.
Easy Attachment
Sinji Pouch B-Grip can be easily attached to any type of your phone.
Reusuable Phone Card Holder
You can reuse the phone wallet after washing the adhesive part with the water!
Solid Adhesion
You can securely attach it to the back of your phone with the powerful 3M tape!
3 in 1 Phone Card Holder
You can put your cards, grab your phone and also stand your phone on the desk!
When using my transportation card or ID card inside the CardZip, sometimes it's not recognized. Why is that so?
Would it stick to my phone?
How many cards can I hold in CardZip?
What if the product doesn't work properly?
Why not also try...
Take a look
Take a look
Take a look
Take a look
Take a look
Take a look
Take a look
Product Name
Card Zip Sinji Pouch Flap Sinji Pouch B-Flap Sinji Mount B-Grip Sinji Mount Z-Slot M-Basic M-Flap
Compatible Model
All smartphones All smartphones All smartphones All smartphones All smartphones iPhone 12 series iPhone 12 series
What's Special
Plastic Phone Wallet Secure Phone Wallet Phone Grip Wallet Detachable 3 in 1 Phone Wallet Detachable Phone Card Holder Basic MagSafe Wallet Secure Magsafe Wallet
Material
Plastic Nylon Nylon Plastic & Silicone Plastic & Nylon Magnet & Nylon Magnet & Nylon
Color Options
4 Color Options 12 Color Options 5 Color Options 5 Color Options 6 Color Options 6 Color Options 5 Color Options"
18,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"Sinjimoru Phone Grip Card Holder with Phone Stand, Secure Stick on Wallet for iPhone with Kickstand for Table. Sinji Pouch B-Grip Black",https://m.media-amazon.com/images/I/61z9xxZNwYL._AC_SX679_.jpg,Sinjimoru,4.4,"4,413",$14.99,"MULTI-FUNCTIONAL PHONE GRIP STAND WITH CARD HOLDER: B-Grip combines the functions of a safe credit card holder with a phone grip to prevent your iPhone/Android device from falling down. Moreover, the grip part can be turned into a phone stand anywhere and anytime.
USE YOUR SMARTPHONE COMFORTABLY WITH ONLY ONE HAND: No matter if you are texting, taking pictures or shopping, you can hold your phone safely with only one finger!
SAFE CARD HOLDER FOR PHONE: B-Grip comes equipped with a flap to protect your important cards (ID card, credit cards, drivers license) and your private information.
HIGHLY COMPATIBLE CREDIT CARD CASE: The Phone grip strap/card holder for back of phone can be attached to any smartphone that is big enough.
PACKAGE & WARRANTY: The package includes Sinji Pouch B-Grip x1. Sinjimoru offers 90 days warranty for all of our products. Please feel free to contact us :)",3.54 x 2.24 x 0.08 inches,B07FT6DBCH,SPH_BAND_GRIP,none,"January 29, 2018",Kickstand,Sinjimoru Co.Ltd,"Korea, Republic of",none,#19,100+,none,"Product Description
Secure Storage, Stable Grip and Convenient Stand All at once
Sinji Pouch B-Grip adds a band with a silicon pad to the phone wallet, resulting in various functions such as card storage, grip, and kickstand.
5 Colorful Options
Choose one of the 5 different colors black, navy, blue, grey and orange according to your own taste.
Use with an Electromagnetic Absorption Card
Card recognition might not work well if it is interfered with by the NFC function of the smartphone or if multiple cards are used together. We recommend using Sinjimoru electromagnetic wave absorption card or shield card together for smooth use.
Take a look Take a look Take a look Take a look Take a look Take a look
Product Name Sinji Pouch B-Grip M-Plate M-Flap M-BGrip M-Basic Sinji Glass Privacy
Compatible model All smartphones All smartphones iPhone 12/13/14/15 series iPhone 12/13/14/15 series iPhone 12/13/14/15 series iPhone 15 series
What's special 3 in 1 Phone Wallet MagSafe Magnet Sticker Secure Magsafe Wallet 3 in 1 MagSafe Wallet Basic MagSafe Wallet Privacy Screen Protector
Material Silicone Magnet & Plastic Magnet & Nylon Magnet & Nylon Magnet & Nylon Temperd Glass
Color Options 5 color options 2 Color Options 5 Color Options 5 Color Options 6 Color Options 14 Size Options"
19,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"PopSockets Phone Wallet, Phone Card Holder - Black",https://m.media-amazon.com/images/I/61S9dm5uYnL._AC_SX679_.jpg,PopSockets,4.5,"1,714",$21.93,"Our durable PopSockets wallet we call our ""PopWallet"" is a sleek and secure way to carry your cards along with your phone
The PopSockets phone wallet stick on can hold 3-5 credit cards depending on card thickness
To remove the phone case wallet, push the top left corner and slide right for wireless charging. Wallet must be removed to wirelessly charge
PopSockets s card holder for phone case is compatible with PopSockets s cases",2.28 x 0.22 x 3.54 inches,B07NW29YGW,800859,none,"June 6, 2019",Phone Grip,PopSockets,China,none,#20,none,none,"Product Description
grip it.
Text with one hand, snap your friends, and avoid phone drops.
kickstand it.
Prop up your phone wherever you are to watch videos hands-free.
mount it.
Use your phone hands-free with a car, desk, wall, or flex mount.
charge it.
Wirelessly charge your MagSafe-compatible phone.
protect it.
Avoid phone drops and screen cracks with our anti-drop phone grip.
swap it.
Easily swap your grip's top - just close the grip flat, press down and twist 90 degrees. Then you can swap in a new top or wirelessly charge.
pay it.
Streamline your accessories and carry your credit cards to easily pay on the go.
plant it.
Go plant positive with our plant PopGrips to help us reduce our ""food print"" and support donations to PHA.
Launched in 2014 by former philosophy professor David Barnett, PopSockets makes empowering, expressive, and playful products that help people phone better. PopSockets has sold over 244 million phone grips in 75 countries and now has an expanding ecosystem of related products, including phone cases, wallets and mounts.
PopSockets aims to become an eternal positivity machine--an enduring global brand that makes an increasingly positive impact on the health and happiness of the planet. Impact initiatives to date include its Poptivism platform and ChangeUp partnership that have resulted in over 4 million in cash and product donations to over 400 non-profits, low-friction recycling programs with TerraCycle (Terracycle, 2020), use of 99% recyclable and FSC certified packaging (FSC, 2019) , company-wide Climate Neutral certification, 90% of products are carbon-neutral certified (ClimateNeutral.Org, 2022), Fair Labor Association accreditation status (FLA, 2022), and adoption of an animal-free policy with respect to products and corporate sponsored meals (PopSockets, 2019).
In 2021, PopSockets was honored as one of Fast Company’s World’s Most Innovative Companies (Fast, 2021).
Here at PopSockets we aim to be a force for good that perpetually enhances the health and wellbeing of the planet and all living creatures. Our team is committed to driving long-lasting, positive environmental and social change by partnering with leading nonprofits, dedicating our time to volunteer on impactful projects, and working to make our supply chain as environmentally-sound and ethical as possible. We aim to minimize the impact of our products on the environment and animals, and maximize the welfare of our people and other stakeholders. We also hope to mobilize our millions of loyal, engaged consumers, our innovative global team and our operational expertise to bring that vision to life (PopSockets, 2022)."
20,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"Ringke Slot Card Holder for Phone Case, Business Card Holder for Back of Phone, ID Credit Card Holder Stick on for Women Men, Phone Wallet Compatible with iPhone, Galaxy, and Pixel - Clear Mist",https://m.media-amazon.com/images/I/71g161E1hvL._AC_SX466_.jpg,Ringke,4.3,"2,572",$11.99,"Ringke Slot Card Holder accommodates a maximum of 3 cards
For debit, business, photo, bank, credit, driver's license, or ID card
Tough 3M Adhesive offers easy installation
2-Extra 3M Adhesive Tapes Included
Recommended for devices with glass backs to use a case",3.7 x 2.32 x 0.2 inches,B0788H9371,RSLOT-CL,none,"December 14, 2017",none,Ringke,"Korea, Republic of",none,#21,none,none,"Product Description
Other Products
Ringke Hand Strap
Shoulder Strap
Mini Pouch [Block]
Ringke Pen Holder
Finger Strap Paracord
Ringke Silicone Cable Tie
Features
For smartphone, camera, key Ranging from 91cm to 163cm For AirPods, earphones, etc For Apple Pencil, journal Length can be adjusted 12 cm length (15 pack)
Color
Ringke Packing Tape Aurora Black Black 4 colors 6 colors
Material
TPU Polyester Nylon, Polyester Faux Leather Interwoven parachute cord Silicone
Size
9.65 x 0.79 x 0.03 inches 35.04 x 0.79 x 0.03 inches 8.1 x 5.6 x 3.6 cm 4.19 x 3.99 x 0.3 cm 8.38 x 1.02 x 0.51 cm 4.9 x 0.7 x 0.7 inches
Country of Origin
Korea Korea Vietnam Korea China China"
21,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"3 in 1 Magnetic Card Holder, Sinjimoru Magnetic Wallet for MagSafe as Cell Phone Wallet Stick On with Phone Grip Holder & Mobile Phone Kickstand iPhone 15 14 13 12 Series. M-BGrip Black",https://m.media-amazon.com/images/I/71kkfXkor1L._AC_SX679_.jpg,Sinjimoru,4.3,737,$24.99,"3 IN 1 MULTIFUNCTIONAL SMARTPHONE WALLET: Functions as a cell phone stand for desk, smartphone grip, and detachable magnetic phone wallet with flap.
INCOMPARABLE MAGNETIC FORCE WITH SILICONE PAD: Attaches with iPhone 12 13 14 15 Series with 2800 Gauss magnetic force, 5times higher than average 500~600 Gauss magnetic force.
ANTI-DROP CELL PHONE CARD HOLDER FOR HAND: An additional phone strap tag holder for the smartphone case is in the package to securely hold your phone.
COMPATIBILITY: Compatible with iPhone 12 13 14 15 Series, magnetic cases, and any phone type when M-Plate attached. It is not compatible with non-magnetic cases.
PACKAGE & WARRANTY: The package includes M-BGrip x1, Tag holder x1. Sinjimoru offers 90 days warranty for all of our products. Please feel free to contact us :)",3.7 x 2.44 x 0.31 inches,B0B7M2C5NS,SMA_BGRP_VER2_BK,Unisex,"July 26, 2022",Magnetic wallet with phone grip stand,Sinjimoru Co.Ltd,"Korea, Republic of",none,#22,none,none,"Product Description
We offer Convenience : Smart and Simple phone accessories right by the hand.
Play Video
M-BGrip is a convenient solution for a busy daily life where multi functional accessories can come in handy!
Our Design
Sinjimoru strives to develop the best products possible to make everyday life easier and more fun.
Benefits
1 Sinjimoru Brand 2 Detachable Wallet 3 Minimalist Wallet 4 Easy-grip Holder 5 Hands-free Kickstand
How to use the M-BGrip
1
Sinjimoru Magsafe Accessories Collection
M-BGrip
M-Basic
M-Band
M-Flap
M-Pull Tab Band
M-Button Wallet
M-Slim Slot Series
What's Special
3 in 1 MagSafe Wallet Basic MagSafe Wallet 2 in 1 Magsafe Wallet Secure Magsafe Wallet Secure Magsafe Wallet and band Secure Magsafe Wallet Secure Magsafe Wallet
Material
Magnet & Nylon Magnet & Nylon Magnet & Nylon Magnet & Nylon PU Leather, Suede, Neodymium Magnet & Plastic Magnet & Polycarbonate
Color Options
5 Color Options 6 Color Options 4 Color Options 5 Color Options 4 Color Options 2 Color Options 2 Size Options
Grip
✔ ✘ ✔ ✘ ✔ ✘ ✘
Compatible models
iPhone 12 13 14 15 Series iPhone 12 13 14 15 Series iPhone 12 13 14 15 Series iPhone 12 13 14 15 Series iPhone 12 13 14 15 Series iPhone 12 13 14 15 Series iPhone 12 13 14 15 Series"
22,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"MagSafe Wallet with AirTag Holder, Magnetic Wallet Card Holder for Magsafe, Magnetic Wallet for iPhone 15 Pro/ 15/14 Pro Max/14 Pro/14/14 Plus/13 Pro Max/13 Pro/13/12 Series（Black）",https://m.media-amazon.com/images/I/71KaXrGmerL._AC_SX466_.jpg,ExtreLife,4.5,204,$27.99,"✅【Versatile Phone Wallet with Airtag Holder】 New up-grade of magnetic wallet is designed for iPhone 14/13/ 12 Series. Fits max 7 cards and is convenient for when you're checking out or trying to put things up quickly. Built-in holder for Apple Airtag, combines wallet and AirTag ideally to make sure you never lose your wallet again. ( A tracker is not included), which is great if you're looking for a compact way to carry your essentials.
【Security and Privacy】Our mag safe wallet has advanced RDIF blocking technology, keep your credit cards safe from unauthorized scanners and provides degauss protection for your cards to prevent demagnetization. Meanwhile, with airtag for wallet, it keeps belongings safe from would-be thieves and helps you find them quickly when you misplace them or they get stolen. it's a small investment that can save a lot of stress and hassle down the road.
✅【Suitable for Daily Use and Travel Light】 Although you can keep all your cards and cash in a traditional bulk wallet. But in most situations, you don't need to carry too much. This credit card holder for cell phone is surprisingly slim and holds your cards pretty snug. it's also a good alternative for making quick runs to the store, hiking or the gym because it's great to really carry a minimal amount of items securely, and keep everything in one place on your phone.
✅【Stronger Magnetic Force】 The magnetic force of ExtreLife magnetic card holder is made of 38 upgraded powerful N52 magnets, up to 3500 Gauss, 5x stronger than the official magnetic wallet. Seamlessly integrate the magnetic phone wallet onto your Magnetic case or iPhone. Keep your ID, credit cards, and other essentials firmly and feel secure with the ultra-strong built-in magnets that lock the wallet into place. ""It stays attached when I put it into and pull it out of my front pants pocket.""
✅【Designed for iPhone Wallet】 It's made for iPhone 14/13/12 series and Magnetic Case, compatible with iPhone 14 Pro Max/14 Plus/14 Pro/14, iPhone 13 Pro Max/13 Pro/13/, for iPhone 12/12 Pro/12 Max/. Note: Mag safe wallet is only compatible with iPhone 14/13/12 series without case, or with Magnetic case",3.82 x 2.56 x 0.59 inches,B0BNB98MF9,Magnetic Card Wallet Holder-CB058-Black,none,none,none,ExtreLife,China,none,#23,none,none,"Product Description
There is a lot of sensitive information stored in your wallet, so it is critical that you keep it close and do not lose it. Thankfully, Have an Magnetic AirTag Wallet will help ensure your cash, cards, and ID will always be close by. If you want a card holder that's more elevated, then the ExtreLife Leather Card Holder is our best recommendation due to its excellent combination of affordability, functionality, and minimalist design:
Layout: Slim wallets feature a streamlined, minimalist design that’s best for front-pocket carry. Dedicated pocket for an Apple AirTag.
Capacity: With elastic band, holds up to 7 cards that is large enough for your daily needs.
Material: Made of preium Vegan Leather, which is durable and beautiful
Security: Equipped with advanced RDIF blocking technology, keep your credit cards safe from unauthorized scanners and provides degauss protection for your cards to prevent demagnetization.
Magentic Force: Made of 38 upgraded powerful N52 magnets, up to 3500 Gauss, 5x stronger than the other magnetic wallets in the market.
The most important : It's a small investment that can save a lot of stress and hassle down the road.
Magsafe Wallet with Airtag Holder Airtag Wallet Magsafe Magnetic phone Wallet with Airtag Holder Magsafe Wallet with Flap Magsafe Wallet
Function with Airtag Holder; 7 Cards with Airtag Holder; 7 Cards with Airtag Holder; 7 Cards with Flap; with finger loop; 7 Cards 7 Cards
Compatibility for iPhone 14 Series; iPhone 13 Series; iPhone 12 Series; Mobile Phone with Magsafe Case or Magnet Sticker for iPhone 14 Series; iPhone 13 Series; iPhone 12 Series; Mobile Phone with Magsafe Case or Magnet Sticker for iPhone 14 Series; iPhone 13 Series; iPhone 12 Series; Mobile Phone with Magsafe Case or Magnet Sticker for iPhone 14 Series; iPhone 13 Series; iPhone 12 Series; Mobile Phone with Magsafe Case or Magnet Sticker for iPhone 14 Series; iPhone 13 Series; iPhone 12 Series; Mobile Phone with Magsafe Case or Magnet Sticker"
23,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"Sinjimoru Phone Grip Credit Card Holder with Flap, Secure Stick-On Wallet as Phone Finger Strap Adhesive ID Card Case for iPhone Case. Sinji Pouch B-Flap",https://m.media-amazon.com/images/I/610opQwVxvL._AC_UX569_.jpg,Sinjimoru,4.4,"3,846",$9.99,"Flap closure
Wet Wipe Clean
Triple Security Phone Grip Card Holder : Sinji Pouch B-FLAP comes with an attached Flap to keep your credit, business, or ID cards and private information safe, while the phone strap protects not only your hand and fingers from aching but it also gives you a better grip on your phone and prevents your Phones device from accidentally falling down.
SECURE CARD WALLET FOR PHONE: This credit card sleeve on the back of phoSecure Phone Card Holder : All your important cards and even cash will fit in your new credit card holder / business card case. No need to worry about your wallet or purse anymore, with the Sinji Pouch B-Flap, you will always be ready to go out.ne will always keep your cards secure inside the phone card slot with a strong flap.
Never drop your Smartphone again with this clever Phone Holder: Simply put your fingers through the integrated phone strap for your hand and instantly get a safer grip on your phone while taking selfies, shopping, or sending messages.
COMPATIBILITY: Compatible with most smart phones or iPhone as well as cell phone case. For phones with glass backs, please read the compatibility description below.
PACKAGE & WARRANTY: The package includes Sinji Pouch B-Flap x1. Sinjimoru offers 90 days warranty for all of our products. Please feel free to contact us :)",None,B0CCD46QDT,None,none,"July 20, 2023",none,Sinjimoru Co.Ltd,none,none,#24,200+,none,"Sinji Pouch B-Flap is a cell phone card holder that you can attach on the back of your phone and also use it as a phone strap. Also the flap of the wallet will keep your private information secure. M-Basic: MagSafe credit card holder for cell phone that holds up to 5 cards with its highly elastic fabric pouch. M-Flap: MagSafe Cardholder that was originated from our Sinji Pouch Flap. The flap of the phone wallet secures the personl information of credit cards and ID cards. M-Plate: Apple MagSafe phone magnet sticker that can be attached to any type of cellphone and phone case. M-BGrip: Apple MagSafe band grip originated from our Sinji Pouch B-Grip. It can be used in 3 ways of phone grip, cell phone stand, and cardholder. Sinjimoru is planning to research and launch the new MagSafe product series. Guess what would be the next new product! Ringo mini: Cell phone ring holder that provides one hand operation in any direction rotating up to 360 degrees. Sinji Pouch B-Grip: Cell phone grip wallet that also supports kickstand function in any situation. Sinji Pouch Basic 2: Sinjimoru Best basic phone card holder made of elastic fabric material that sticks to back of phone. Sinjimoru provides 90 days of warranty for all of our products!"
24,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"Amzone 3-in-1 Magnetic Wallet with Phone Ring Stand, Compatible with Mag-Safe Wallet, Magnetic Privacy Flap, Phone Wallet with Phone Ring for iPhone 15/14/13/12 Series, 7 Cards Holder (Black)",https://m.media-amazon.com/images/I/81hE9V0vNTL._AC_SX569_.jpg,Amzone,4.3,63,$19.99,"【Strong Magneat Wallet】Compatible with Mag-Safe, the Amzone phone wallet seamlessly attaches to the back of your iPhone. The super magnetic connection ensures a secure fit while allowing for easy detachment when needed. Adsorption is up to 3800 Gauss, 5x stronger than the official magnetic wallet.
【Optimal Phone Card Holder】7 card slots, our phone mag-safe wallet offers ample storage space for your credit cards, ID, and more. Keep all your cards at your fingertips, eliminating the need for a separate bulky wallet.
【Multi-functional Phone Ring Holder】 360°rotatable and 180°foldable so that you can position your phone at your best viewing angle anytime. This versatile magnetic phone grip can set your hands free. You can also place It on your desk or table to watch movies, put on makeup, make video calls.
【Premium Leather Material】 Crafted from high-quality leather, our magnetic wallet combines functionality with style. The luxurious feel adds a touch of elegance to your phone while providing durability to withstand daily use.
【Compatible with MagSafe】 Designed to be lightweight and slim, it seamlessly integrates with your iPhone, preserving its sleek design while providing practical functionality.Made for iPhone 14/13/12 series and Mag-safe Case, compatible with iPhone 15, iPhone 14 Pro Max/14 Plus/14 Pro/14, iPhone 13 Pro Max/13 Pro/13/, for iPhone 12/12 Pro/12 Max.",3.98 x 2.76 x 0.55 inches,B0CFL4X8YM,Amzone,none,"August 14, 2023",Card Slot,Amzone,China,none,#25,none,none,"Product Description
Crafted with precision using high-quality carbon fiber black leather, this Mag Safe compatible wallet seamlessly integrates with your iPhone. The powerful magnetic attachment ensures a secure and reliable fit, keeping your essentials safe and easily accessible no matter where you are. Say goodbye to bulky wallets and hello to sleek simplicity!
Not just a wallet, this versatile accessory also features a convenient phone ring stand. The built-in ring offers a comfortable grip while minimizing the risk of accidental drops. Whether you're texting, browsing, or taking selfies, rest assured that your device is securely in your grasp. Need a break? Simply flip the ring out and transform it into a sturdy stand for hands-free viewing pleasure.
Upgrade your iPhone 14/13/12 Series experience today with this must-have accessory. Get your hands on the Amzone 3-in-1 Mag Safe Wallet and discover convenience, security, and style like never before.
Magnetic wallet with phone grip and stand
Flexible fabric for 7 cards
Ergonomic thumb slot design"
25,Cell Phones & Accessories > Accessories > Adhesive Card Holders,"Ringke Slot Card Holder (2 Pack) Designed for Smartphones, Adhesive Stick On Wallet Case Minimalist Slim Hard Premium Credit Card Cash Sleeve - Clear Mist",https://m.media-amazon.com/images/I/71LrDcVlrkL._AC_SX466_.jpg,Ringke,4.4,"3,658",$14.99,"Enhanced Design - New Ringke Slot Card Holder accommodates a maximum of 3 cards. Minimalist card slot feature offers immediate and ideal access to your main debit, business, photo, bank, credit, driver's license, or ID card on the go
The Ideal Form - The stair-inspired design securely stack cards to prevent fall-out and the safety railing counter scratches on the card surface
Safe & Strong Attachment - Tough 3M Adhesive offers easy installation and can be removed with ease yet securely adheres for a safe and high-quality long-lasting application. (2-Extra 3M Adhesive Tapes Included)
Comfortable & Secure Design - Designed for premium flat-lay and extra thin feature to optimize slim grip as hard PC card clip holds your stored ID/card secure
Recommended for devices with glass backs to use a case",3.66 x 2.36 x 0.2 inches,B0788J1S3H,Slot Card Holder,none,none,none,No,"Korea, Republic of",none,#26,none,none,"Product Description
Other Products
Ringke Hand Strap
Shoulder Strap
Mini Pouch [Block]
Ringke Pen Holder
Finger Strap Paracord
Ringke Silicone Cable Tie
Features
For smartphone, camera, key Ranging from 91cm to 163cm For AirPods, earphones, etc For Apple Pencil, journal Length can be adjusted 12 cm length (15 pack)
Color
Ringke Packing Tape Aurora Black Black 4 colors 6 colors
Material
TPU Polyester Nylon, Polyester Faux Leather Interwoven parachute cord Silicone
Size
9.65 x 0.79 x 0.03 inches 35.04 x 0.79 x 0.03 inches 8.1 x 5.6 x 3.6 cm 4.19 x 3.99 x 0.3 cm 8.38 x 1.02 x 0.51 cm 4.9 x 0.7 x 0.7 inches
Country of Origin
Korea Korea Vietnam Korea China China"
