,Item_link,Category_result,table_name
61,https://www.amazon.com/Best-Sellers-Electronics-Portable-Line-In-Speakers/zgbs/electronics/9977446011/ref=zg_bs_nav_electronics_3_7073956011,Cell Phones & Accessories > Accessories > Portable Speakers & Docks > Portable Line-In Speakers,CellPhonesAccessories_PortableLineInSpeakers
62,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Screen-Expanders-Magnifiers/zgbs/wireless/21209099011/ref=zg_bs_nav_wireless_2_2407755011,Cell Phones & Accessories > Accessories > Screen Expanders & Magnifiers,CellPhonesAccessories_ScreenExpandersMagnifiers
63,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Signal-Boosters/zgbs/wireless/2407782011/ref=zg_bs_nav_wireless_2_2407755011,Cell Phones & Accessories > Accessories > Signal Boosters,CellPhonesAccessories_SignalBoosters
64,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Single-Ear-Bluetooth-Cell-Phone-Headsets/zgbs/wireless/18021376011/ref=zg_bs_nav_wireless_2_2407782011,Cell Phones & Accessories > Accessories > Single Ear Bluetooth Headsets,CellPhonesAccessories_SingleEarBluetoothHeadsets
65,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Smartwatch-Bands/zgbs/wireless/11591904011/ref=zg_bs_nav_wireless_3_7939902011,Cell Phones & Accessories > Accessories > Smartwatch Accessories > Smartwatch Bands,CellPhonesAccessories_SmartwatchBands
66,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Smartwatch-Cables-Chargers/zgbs/wireless/11591898011/ref=zg_bs_nav_wireless_3_11591904011,Cell Phones & Accessories > Accessories > Smartwatch Accessories > Smartwatch Cables & Chargers,CellPhonesAccessories_SmartwatchCablesChargers
67,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Smartwatch-Cases/zgbs/wireless/18031880011/ref=zg_bs_nav_wireless_3_11591898011,Cell Phones & Accessories > Accessories > Smartwatch Accessories > Smartwatch Cases,CellPhonesAccessories_SmartwatchCases
68,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Smartwatch-Cases-with-Band/zgbs/wireless/18031881011/ref=zg_bs_nav_wireless_3_18031880011,Cell Phones & Accessories > Accessories > Smartwatch Accessories > Smartwatch Cases with Band,CellPhonesAccessories_SmartwatchCaseswithBand
69,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Smartwatch-Necklaces/zgbs/wireless/18018228011/ref=zg_bs_nav_wireless_3_18031881011,Cell Phones & Accessories > Accessories > Smartwatch Accessories > Smartwatch Necklaces,CellPhonesAccessories_SmartwatchNecklaces
70,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Smartwatch-Screen-Protectors/zgbs/wireless/11591906011/ref=zg_bs_nav_wireless_3_18018228011,Cell Phones & Accessories > Accessories > Smartwatch Accessories > Smartwatch Screen Protectors,CellPhonesAccessories_SmartwatchScreenProtectors
71,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Smartwatch-Stickers/zgbs/wireless/11591908011/ref=zg_bs_nav_wireless_3_11591906011,Cell Phones & Accessories > Accessories > Smartwatch Accessories > Smartwatch Stickers,CellPhonesAccessories_SmartwatchStickers
72,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Stands/zgbs/wireless/23690036011/ref=zg_bs_nav_wireless_2_2407755011,Cell Phones & Accessories > Accessories > Stands,CellPhonesAccessories_Stands
73,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Styluses/zgbs/wireless/11548954011/ref=zg_bs_nav_wireless_2_23690036011,Cell Phones & Accessories > Accessories > Stylus Pens,CellPhonesAccessories_StylusPens
74,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-UV-Phone-Sterilizer-Boxes/zgbs/wireless/21268231011/ref=zg_bs_nav_wireless_2_11548954011,Cell Phones & Accessories > Accessories > UV Phone Sterilizer Boxes,CellPhonesAccessories_UVPhoneSterilizerBoxes
75,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Virtual-Reality-VR-Headsets/zgbs/wireless/14775002011/ref=zg_bs_nav_wireless_2_21268231011,Cell Phones & Accessories > Accessories > Virtual Reality (VR) Headsets,CellPhonesAccessories_VirtualReality(VR)Headsets
76,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Armbands/zgbs/wireless/7073962011/ref=zg_bs_nav_wireless_2_2407760011,"Cell Phones & Accessories > Cases, Holsters & Clips > Armbands",CellPhonesAccessories_Armbands
77,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Basic-Cases/zgbs/wireless/3081461011/ref=zg_bs_nav_wireless_2_7073962011,"Cell Phones & Accessories > Cases, Holsters & Clips > Basic Cases",CellPhonesAccessories_BasicCases
78,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Battery-Charger-Cases/zgbs/wireless/7073958011/ref=zg_bs_nav_wireless_2_3081461011,"Cell Phones & Accessories > Cases, Holsters & Clips > Battery Charger Cases",CellPhonesAccessories_BatteryChargerCases
79,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Bumpers/zgbs/wireless/17875442011/ref=zg_bs_nav_wireless_2_7073958011,"Cell Phones & Accessories > Cases, Holsters & Clips > Bumpers",CellPhonesAccessories_Bumpers
80,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Case-Cover-Bundles/zgbs/wireless/21209096011/ref=zg_bs_nav_wireless_2_17875442011,"Cell Phones & Accessories > Cases, Holsters & Clips > Case & Cover Bundles",CellPhonesAccessories_CaseCoverBundles
81,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Crossbody-Lanyard-Cases/zgbs/wireless/21209095011/ref=zg_bs_nav_wireless_2_21209096011,"Cell Phones & Accessories > Cases, Holsters & Clips > Crossbody & Lanyard Cases",CellPhonesAccessories_CrossbodyLanyardCases
82,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Dry-Bags/zgbs/wireless/17875443011/ref=zg_bs_nav_wireless_2_21209095011,"Cell Phones & Accessories > Cases, Holsters & Clips > Dry Bags",CellPhonesAccessories_DryBags
83,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Flip-Cell-Phone-Cases/zgbs/wireless/9931389011/ref=zg_bs_nav_wireless_2_17875443011,"Cell Phones & Accessories > Cases, Holsters & Clips > Flip Cases",CellPhonesAccessories_FlipCases
84,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Holsters/zgbs/wireless/2407765011/ref=zg_bs_nav_wireless_2_9931389011,"Cell Phones & Accessories > Cases, Holsters & Clips > Holsters",CellPhonesAccessories_Holsters
85,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-Sleeves/zgbs/wireless/9414313011/ref=zg_bs_nav_wireless_2_2407765011,"Cell Phones & Accessories > Cases, Holsters & Clips > Sleeves",CellPhonesAccessories_Sleeves
86,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Prepaid-Cell-Phone-Minutes/zgbs/wireless/2483609011/ref=zg_bs_nav_wireless_2_14674870011,Cell Phones & Accessories > SIM Cards & Prepaid Minutes > Cell Phone Minutes,CellPhonesAccessories_CellPhoneMinutes
87,https://www.amazon.com/Best-Sellers-Cell-Phones-Accessories-Cell-Phone-SIM-Cards/zgbs/wireless/14674870011/ref=zg_bs_nav_wireless_2_2483609011,Cell Phones & Accessories > SIM Cards & Prepaid Minutes > SIM Cards,CellPhonesAccessories_SIMCards
