,Product_Location_in_Tree,Product_title,Product_image_URL,Product_brand,Product_Rating,Number_of_Customer_review,Product_price,Product_About_Item,Product_Dim,Product_ASIN,Product_Item_Model_number,Product_Department,Product_Date_First_Available,Product_Special,Product_manufacturer,Country_Origin,UPSPSC_Code,Product_BSR,Number of sold of in a month,Product Specification,Product Description
10,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Steve Madden Men's Leather RFID Wallet Extra Capacity Attached Flip Pocket,https://m.media-amazon.com/images/I/71bdu3z5J6L._AC_UY879_.jpg,SteveMadden,4.7,"6,291",$10.75,"100% Leather
Imported
Leather lining
Bifold closure
Hand Wash
100% GENUINE LEATHER WALLET - This men's leather wallet with RFID technology has a flip-up pocket and is crafted from genuine leather that is buttery soft to the touch, as well as extremely durable and perfect for daily use.
RFID-Blocking Technology - Protect yourself from identity theft and electronic pickpocketing by upgrading your wallet to a new genuine leather RFID credit card protector.",None,B07JCHRT2Q,None,Mens,"October 12, 2018",none,STEVE MADDEN,none,none,#11,none,none,"STEVE MADDEN GENUINE LEATHER RFID WALLET - A genuine leather slim compact wallet with RFID technology, featuring 7 credit card pockets, two slip pockets, a mesh ID slot and an emBOSSed STEVE MADDEN logo."
11,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",The Ridge Minimalist Slim Wallet For Men - RFID Blocking Front Pocket Credit Card Holder - Metal Wallet For Men With Cash Strap (Mopane),https://m.media-amazon.com/images/I/81T6j28Zb3L._AC_SX679_.jpg,TheRidge,4.6,"41,053",$69.00,"LIFETIME GUARANTEE – We chose our military-grade materials for their durability and, in turn, created a wallet that’ll last a lifetime — guaranteed. If you ever feel your wallet isn’t functioning properly, you can make a claim and we’ll do our best to make it right. This includes the replacements of elastic, screws, money clip, and cash strap plate. Each purchase of The Ridge is just the beginning of many years of you carrying a better wallet.
RFID BLOCKING – Breathe easy because your cards will be surrounded by the metal body of this wallet protecting them from even the most powerful RFID Chip Readers.
FUNCTIONAL & SLIM – Holds 1-12 cards without stretching out. The slim wallet is ideal for carrying business cards, credit and debit cards, bills etc. The outside notch allows you to push out the cards easily.
INTEGRATED CASH STRAP – The cash strap allows you to secure several bills to the outside of your wallet with a proprietary plated-elastic design. The metal plate is designed for enhanced security and aesthetic. See our other listing for options with the Money Clip.",0.24 x 2.13 x 3.39 inches,B0CB6XW755,Parent-CS-MC,Men,none,none,The Ridge,China,none,#12,none,none,"Product Description
Play Video
21ST CENTURY WALLET
The Ridge is a minimalist, front pocket wallet that's designed to remain as slim as possible.
1 21ST CENTURY WALLET 2 HOLDS 1-12 CARDS 3 ABOUT THE DESIGN 4 RFID BLOCKING
The Ridge Minimalist Slim Wallet For Men
INTEGRATED CASH STRAP
The cash strap allows you to secure several bills to the outside of your wallet with a proprietary plated-elastic design. The metal plate is designed for enhanced security and aesthetics.
INTEGRATED MONEY CLIP
The money clip allows you to secure several bills to the outside of your wallet in a traditional money clip form. The proprietary metal clip is designed for enhanced security and reliability.
Play Video
The Ridge Minimalist Slim Wallet For Men
HIGH-GRADE MATERIAL

We chose our military-grade materials for their durability and, in turn, created a wallet that’ll last a lifetime guaranteed.
If you ever feel your wallet isn’t functioning properly, you can make a claim and we’ll do our best to make it right. This includes the replacements of elastic, screws, money clip, and cash strap plate. Each purchase of The Ridge is just the beginning of many years of you carrying a better wallet."
12,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",GSOIAX Slim Wallet for Men with 11 card Slots Rfid Blocking Carbon Fiber wallets Bifold Credit Card Holder Minimalist Leather With Gift Box (Carbon Black and Orange),https://m.media-amazon.com/images/I/81V3zKgpuaL._AC_SX679_.jpg,GSOIAX,4.5,"6,899",$9.95,"【Ultra-thin】:even if it is full of cards and cash, its thickness is only about 0.8 inch. It will fit in your pocket perfectly without bulging out.
【Top cowhide Carbon Fiber】: We know that most wallet sellers on the market use artificial leather in order to increase their profits, and it is frustrating that there will be serious wear and skin peeling after about half a year of use! Therefore, we choose the real cowhide material with higher cost and stronger durability. In this way, it not only come with comfortable touch, but also durable enough with 5 years guarantee that the wallet will not wear out or peel off. Trust us, time will tell!
【Large Capacity】:GSOIAX wallet measures 4.3x3x0.5 inches and , it can store up to 11 pcs of cards and 15-20 bills. The ultrathin wallet perfectly fits in your pocket and is well-suited for everyday carry.
【Rfid Blocking】:GSOIAX are designed by Italian designer, made of genuine leather material, durable, wear- resistant and scratch-resistant.Our wallets block the 13.56 MHz band and protect against data theft by RFID scanners.
【New Design】:Through our extensive market research, we found that a wallet with a metal money clip is not a good idea! The metal money clip will not only damage the card, but also greatly increase the thickness of the wallet. Therefore, we chose to cancel the metal money clip and replace it with a cash pocket, which can minimize the thickness of the wallet and prevent the clip from damaging the card!",0.5 x 0.5 x 0.5 inches,B09P3QGR1D,001,Mens,none,none,GSOIAX,none,none,#13,none,none,"Product Description
Slim! Classic Style New! Money Clip Nice! Classic Wallet Woo! Classic Wallet Cool! New Wallet
RFID Protection ✓ ✓ ✓ ✓ ✓
ID Window ✓ ✓ ✓ ✓ ✓
Number of Cards 8-11 8-11 8-11 8-11 8-11
Design Carbon Leather Carbon Leather Carbon Leather Leather Carbon Leather"
13,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",MURADIN Mens Wallet Tactical Bifold Wallets for Men Metal RFID Blocking Aluminum Money Cards Holder Gifts for Men,https://m.media-amazon.com/images/I/91zbC4M1OeL._AC_UX679_.jpg,MURADIN,4.3,"13,243",$36.89,"THE MURADIN MEN'S WALLET: When you told us how much you loved MURADIN tactical wallet for men, but wanted one for taking cards easily, we designed and did one!
RFID BLOCKING WALLET: You don't have to sacrifice the great looks of a leather credit card wallet for security. RFID blocking protection is given to the MURADIN minimalist wallet due to the metal frame, so you can use it safely as a travel wallet, cards holder, or front pocket wallet.
TOP SPACE ALUMINUM FRAME: The frame made of aviation-level aluminum material, anodic oxidation craft, and smooth chamfer design. Metal texture frame image design reflects elegance and fortitude.
SPRING LOCK DESIGN: This is only one MURADIN slim wallet of spring lock design now, pushing cards design make you take credit cards easily. Only 4.2*3*0.7 inches mens wallet offer space that holds most 12 cards and 1 to 5 cash.
100% SINCERE CUSTOMER SERVICE: We will put customer satisfaction as our first priority when selling products. So, please feel free to contact us when you met any quality problems.",0.6 x 3 x 4.2 inches; 8.01 Ounces,B098T4XYY9,MRD-V03,Mens,"July 7, 2021",none,MURADIN,China,none,#14,none,"Brand, Seller, or Collection Name	MURADIN
Model number	MRD-V03
Part Number	MRD-V03
Special features	RFID Protected, Slim, Bifold, Secret Compartment, Clear Window ID Holder
Item weight	8.01 Ounces
Product Warranty	For warranty information about this product, please click here","THE MURADIN MINIMALIST WALLET

You don't have to sacrifice the great looks of a leather credit card wallet for security. RFID blocking protection is given to the MURADIN minimalist wallet due to the metal frame, so you can use it safely as a travel wallet, cards holder, or front pocket wallet.
The frame made of aviation-level aluminum material, anodicoxidation craft, and smooth chamfer design. Metal texture frame image design reflects elegance and fortitude.
Play Video
SLIMER, LIGHTER & SMARTER
Unlike a multi-layer bulky wallet, MURADIN tactical slim wallet's unique aluminum card holder holds all your cards in a frame with an easy access window, which aims to get your card easier than a conventional wallet.
STAY STYLISH, STAY TOUGH
Ten Rivet-style hex screws connected the leather or PU flap with the aluminum card holder, perfectly mixing outdoor style, business style, and tactical style in one wallet.
RFID Blocking
The RFID blocking tech applied to this wallet stops the most commonly used 13.56MHz band and protect against data theft by RFID and NFC scanners.
Silicone Band
MURADIN slim wallet for men comes with a silicone band, which helps to carry more cash bills by wrapping it on the card holder
Premium Material
The minimalist wallet is assembled by an aerospace-grade aluminum card holder with top grain leather or premium PU leather
Internal Storage
The component under the card stack is an ideal place to store some small stuff like a key, coins, or SD card
Idea Gift
The minimalist wallet come nicely packed in luxurious gift packaging, with an additional RFID blocking card to secure your card's data while using other regular wallets.
You can easily gift it to your loved ones on their special day. Suitable for gifting your family, friends, and relatives on their birthdays, fathers day, weddings, or other celebrations."
14,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Timberland Men's Genuine Leather RFID Blocking Trifold Wallet,https://m.media-amazon.com/images/I/81jBL+QxCoL._AC_UY879_.jpg,Timberland,4.6,"10,216",$15.37,"100% Leather
Made in the USA or Imported
Leather lining
No Closure closure
Hand Wash
100% GENUINE LEATHER TRIFOLD WALLET: This men's trifold wallet is crafted from genuine leather, with a soft texture that is very smooth to the touch and will look terrific even as it ages with everyday use
RFID BLOCKING SECURITY: Our RFID trifold wallets are equipped with RFID Blocking Technology, engineered specifically to block RFID signals and electronic pick pocketing protecting your valuable information stored on RFID chips from unauthorized scans.",None,B096YHRMVR,None,Mens,"June 9, 2021",none,Timberland Accessories,none,none,#15,none,none,"TIMBERLAND WALLET WITH RFID BLOCKING TECHNOLOGY - A slim compact RFID mens wallet with lots of storage, 6 credit card pockets, 2 separate bill pockets, 2 hidden pockets and a clear ID window.

What is RFID? RFID stands for Radio Frequency Identification Denoting, it is the use of radio waves to identify objects carrying encoded chips. This can include credit card information, passport identification or other forms of ID and access cards.

Why Should I Buy a RFID blocking wallet? With credit cards and debit cards moving to RFID Chips, there is a growing concern of identify theft and electronic pickpocketing. Now is the time to protect yourself and upgrade your wallet to a mens leather RFID wallet trifold. Keep your information safe while still looking trendy.

Each Timberland RFID Trifold Wallet for Men Includes:
100% high quality genuine leather with a soft feel
6 standard sized credit card pockets
1 clear id window
A large horizontal cash pocket separated into 2 different sections
RFID blocking protection
2 extra card pockets

The Perfect Mens Money Organizer: Timberland offers a great wallet for men with RFID Blocking. With the function of a large wallet and the benefits of a slim wallet our mens wallet is one of the best mens wallets available."
15,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",SERMAN BRANDS Money Clip Wallet - Mens Wallets slim Front Pocket RFID Blocking Card Holder Minimalist Mini Bifold,https://m.media-amazon.com/images/I/91RGGG0o+NL._AC_UX679_.jpg,SERMANBRANDS,4.6,"9,991",$21.63,"Leather lining
No Closure closure
Dry Cloth Clean
12 MONTH WARRANTY - The SERMAN BRANDS Warranty covers any factory defects as a result from the manufacturing process of the product. Walk confidently with SERMAN BRANDS.
SECURITY. SAFETY. PRIVACY. - Our wallets are equipped with advanced RFID SECURE Technology, a unique metal composite, engineered specifically to block 13.56 MHz or higher RFID signals. Our quality RFID material protects the valuable information stored on RFID chips from unauthorized scans. Feel safe because your information is protected!
SLIM YOUR POCKET– HOW IT WORKS. This slim wallets for men reduces bulk with an efficient minimalistic design that makes everything easier. Best fits 7-10 credit cards, an ID plus US bills. Total of 11 available card slots (including 2 secret pockets). Perfect for carrying all debit, credit and all other cards. Store cash using the innovative stainless- steel money clip. Wallet Size: 4.3” in x 3.1” in x 0.6” in
STYLISH & PRACTICAL – FUNCTIONALITY AT ITS BEST. Finally! A wallet that will meet your everyday needs and fits in your pocket without bulging. 2 convenient outside card slots made for your most used cards; Instantly have the cards you need to save time and energy. Photo ID slot located on the outside of the wallet; a smart solution to instantly access your ID. Innovative stainless-steel money clip securely holds up to 15 bills; quick payments and organization made easy!
FINEST LEATHERS. We use only the finest leathers to make smart and stylish wallets! Premium Full grain leathers that are soft and appealing! Our vintage leathers stay true to their nature by being receptive to scratches. With use the wallet will absorb the natural oils of your hands which will allow the wallet to develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.",None,B095W484D4,None,Mens,"May 26, 2021",none,none,none,none,#16,none,none,"RFID Blocking
Our wallets are equipped with RFID Technology, a unique composite, engineered to block 13.56 MHz or higher RFID signals and protect against data theft by RFID scanners
RFID Protection for all cards, except the clear I.D slot. Carry your work I.D, license, transit card with out having to remove the card to scan.
Full Grain Leather
We use only the finest leathers! Premium Full grain leathers that stand up to the test of time! Our vintage leathers stay true to their nature by being receptive to scratches.
With use the wallet will absorb the natural oils of your hands which will allow the wallet to develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.
Money Clip
Made from high grade stainless steal to securely hold your bills. The Transformer can comfortably carry 15 bills while remaining slim!
No more unsightly bulge in your pants. Just a super sleek fashion accessory that makes everything easier.
Attention To Detail
We began our mission to help the world carry with greater simplicity and ease. We work hard to create products that will live a long life and we choose materials that are proven to serve their purpose. We've spent many years considering and refining our custom leathers. We only use premium leathers.
Holds Up To 11 Cards
It’s incredible how much this minimalist wallet for men fits. Inside you’ll find 8 card sleeves to hold 8-9 cards, plus a clear ID card slot for your license or photo on the backside. On the front side, the 2 Quick Access Slots are for your most used cards with even quicker access.
Quickly Access Your Cards
You asked and we delivered! Get quick access to your two most used cards. Strategically cut slots for convenient and easy use.
No more shuffling through your wallet, looking for that one card you use almost every day!
SERMAN BRANDS SERMAN BRANDS SERMAN BRANDS SERMAN BRANDS SERMAN BRANDS SERMAN BRANDS
RFID Protected ✓ ✓ ✓ ✓ ✓ ✓
Money Clip ✓ ✓ Traditional Cash Slot ✓ Traditional Cash Slot Traditional Cash Slot
Card Storage Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards
Smart Strap ✓ ✓ ✓ ✓"
16,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",RUNBOX Wallet for Men Slim 11 Credit Card Holder Slots Leather RFID Blocking Small Thin Men's Wallet Bifold Minimalist Front Pocket Large Capacity Gift Box,https://m.media-amazon.com/images/I/81ylcEZZGZL._AC_UX679_.jpg,RUNBOX,4.5,"10,683",$11.99,"Leather lining
bifold closure
Dry Cloth Clean
【Ultra-thin design】:Even if it is full of cards and cash, its thickness is only about 0.8 inch. It will fit in your pocket perfectly without bulging out.
【Top cowhide and Lifetime guarantee】 - We choose the real cowhide material with higher cost and stronger durability. In this way, it not only come with comfortable touch, but also durable enough with lifetime guarantee that the wallet will not wear out or peel off. We attached great importance to the quality of the bifold wallet and provide a lifetime warranty. Should you have any quality problems with RUNBOX wallets, you can contact us and get a 100% refund.
【Large Capacity Card Slots】:This Bifold wallet measures 4.3x3x0.5 inches and , it can store up to 11 pcs of cards and 15-20 bills. The ultrathin wallet perfectly fits in your pocket and is well-suited for everyday carry.
【Rfid Blocking】:This wallet for men are designed by German designer, made of genuine leather material, durable, wear- resistant and scratch-resistant.Our wallets block the 13.56 MHz band and protect against data theft by RFID scanners.
【No Money-clip Design】:Through our extensive market research, we found some people thought that a wallet with a metal money clip is not a good idea! The metal money clip will not only damage the card, but also greatly increase the thickness of the wallet. We chose to cancel the metal money clip and replace it with a cash pocket, which can minimize the thickness of the wallet and prevent the clip from damaging the card!",0.5 x 0.5 x 0.5 inches; 3.53 Ounces,B0BDYHVS8N,None,Mens,"September 12, 2022",none,none,none,none,#17,none,none,"RUNBOX Slim Wallet for Men
A simple, everyday men wallet that will look great and fit all of your belongings, and be with you for years.
Here, with RUNBOX Wallets, you get RFID protection, plenty of card slots, an ID window, money pocket and more.

In RUNBOX, we always believe that products which can meet the needs of consumers are really great products.So we continue to provide you with good products and post-sales service, and hope that our efforts can be recognized by you.
10+ Popular Colors
Finest Leather
Front pocket wallet
with currency pocket
Slim Wallet for Men with Money Pocket
A Perfect Gift for Men from RUNBOX
SLIM. DURABLE. FASHION.
To slim your pocket, RUNBOX Designers create this mens slim wallets reduces bulk with an efficient minimalistic design that makes everything easier.
Best fits 10-12 credit cards, an ID plus US bills, Total of 12+ available card slots (including 1 hidden pocket which can take more cards).
There is 1 easy-to-access card slot on the outside for most-used cards so that you need no more shuffle through your wallet, looking for that one card you use almost every day!
12 card slots(1 ID window plus) + 1 Billfold
1 Quick Access Card Slot
RFID Function
Nice Gift Box
Durable Vegan Leather
Trendy Men’s Bifold Wallets
Sleek, Clean Sophistication meets modern day style with our men wallet.
RUNBOX Slim Mens Wallets, wallets that are ready to go for whatever your day holds.
Gifts Ideas for Men
A wallet, to decent to take out when he goes to pay anywhere. Needless to say, a perfect present for birthday, anniversaries, Fathers Day, Christmas and other special day.
Quality you can feel
RUNBOX durable mens wallets are made by experienced workers, our quality control team closely monitor every step – leather selection, cutting, stitching, craftwork and packaging.
Bifold Wallet 01 Money Clip 06 Money Clip 02 Airtag Wallet Money Clip Classic Bifold Wallet 03
ID Window 1 1 1 1 1 2
Number of Cards 12 11 11 11 7 15
Money Pocket ✓ None None ✓ ✓
Money Clip None Metal Money Clip Metal Money Clip None Metal Money Clip None
RFID Protection ✓ ✓ ✓ ✓ ✓ ✓
Airtag Holder None None None ✓ None None"
17,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Zitahli Slim Wallet for Men Gifts Passport 12 Card Holder Money Clip Minimalist RFID Bifold Leather Slots Front Pocket Small Thin Gift Box Dad Boyfriend Husband Regalos Hombres,https://m.media-amazon.com/images/I/71LOshwoRcL._AC_SX679_.jpg,Zitahli,4.4,"34,213",$11.99,"𝗚𝗨𝗔𝗥𝗔𝗡𝗧𝗘𝗘𝗗 𝗥𝗙𝗜𝗗 𝗗𝗘𝗙𝗘𝗡𝗦𝗘 - This card holder showcases the renowned German institute-certified RFID SECURE Technology, an advanced metal composite meticulously designed to robustly block RFID signals at 13.56 MHz or higher, ensuring your valuable chip-stored data remains impervious to unauthorized scans.
𝗜𝗡𝗧𝗘𝗥𝗡𝗔𝗟 𝗠𝗢𝗡𝗘𝗬 𝗖𝗟𝗜𝗣 𝗙𝗘𝗔𝗧𝗨𝗥𝗘 - Elevate your wallet with an integrated metal money clip for men, allowing you to neatly secure multiple bills. The ingenious design maintains a streamlined profile, eliminating bulkiness in both your wallet and pocket.
𝗖𝗟𝗔𝗦𝗦𝗜𝗖 𝗘𝗟𝗘𝗚𝗔𝗡𝗖𝗘 - Crafted from premium, enduring leather, this minimalist wallet for men exudes timeless durability. With iconic patterns and clean lines, our design guarantees a style that remains eternally fashionable.
𝗜𝗠𝗣𝗥𝗘𝗦𝗦𝗜𝗩𝗘 𝗪𝗔𝗟𝗟𝗘𝗧 𝗚𝗜𝗙𝗧𝗜𝗡𝗚 - Encased in a sophisticated gift box, this wallet is ready to impress. Consider your Dad, Grandpa, Friend, Brother, Boyfriend, In-Law, or Husband, and select the color that resonates with them for their next cherished gift.",0.5 x 0.5 x 0.5 inches,B097GLJ758,SB01-U,Mens,none,none,none,none,none,#18,none,none,"Product Description
Zitahli Slim Wallet for Men with Money Clip
Elevate your everyday with Zitahli Wallets
Our innovative design combines RFID Protection, ample card slots, an ID window, a secure money clip, and more, streamlining your essentials for what truly matters.
Advanced RFID Defense
Our men's money clip wallet is meticulously engineered with state-of-the-art RFID blocking technology, operating at frequencies of 13.56 MHz and higher. This innovation acts as a robust shield against unauthorized RFID signals, bolstering your protection against identity theft. An essential companion for individuals on the move or frequent travelers, this wallet provides an unparalleled level of security, empowering you to navigate your dynamic lifestyle with confidence.

Crafting Excellence with You in Mind
Customer-Centricity at the Heart of Zitahli. From the inception of an idea to its materialization in our cutting-edge facilities, every phase is meticulously crafted with our foremost priority – our customers – in focus. We continually evolve our designs to embrace a spectrum of individual styles and preferences.
SLEEK. MODERN. DURABLE.
Go with ease
Precision-engineered for optimal functionality, our wallet features 12 card slots, an integrated ID window, an inner money clip, and an outer-notch for quick and easy access to your frequently used cards.
Additionally, our wallet's exterior is equipped with 2 strategically placed card slots, allowing you to swiftly retrieve your most-used cards. Notably, its compact size is tailored to fit perfectly into the pockets of your everyday attire, enhancing both style and practicality.
Gift Box Packaging
RFID-blocking Protection
12 card slots (1 ID window)
Durable carbon leather
Integrated money clip
Lasting Quality for Years
Crafted with meticulous care, our premium carbon fiber leather is sourced responsibly, adhering to stringent quality standards.
Easy Cash Handling
Our money clip sets new standards with its slim, flexible design, making bill insertion seamless and currency handling a breeze.
Crafted with Precision
Our watchful quality control team meticulously oversees every stage of production, ensuring unparalleled excellence.
A GIFT TO CHERISH, TODAY AND ALWAYS.
Encased in a sophisticated gift box, our wallet is ready to impress."
18,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",SERMAN BRANDS RFID Blocking Slim Bifold Genuine Leather Minimalist Front Pocket Wallets for Men with Money Clip Thin Mens,https://m.media-amazon.com/images/I/91tV0q2oS+L._AC_UX679_.jpg,SERMANBRANDS,4.6,"32,760",$29.99,"Leather lining
No Closure closure
Dry Cloth Clean
PATENTED. 12 MONTH WARRANTY - The SERMAN BRANDS Warranty covers any factory defects as a result from the manufacturing process of the product.
SAFETY. PRIVACY. SECURITY - Our wallets are equipped with advanced RFID SECURE Technology, a unique metal composite, engineered specifically to block 13.56 MHz or higher RFID signals and protect the valuable information stored on RFID chips from unauthorized scans
SLIM AND STYLISH - Made with the Finest Full Grain leather, Top Grain Leather and Vegan Leather. Designed Quick Access ID Windows, Best Fits 6-8 cards plus US bills with no bulk, and a minimal Pull-tab design to reduce bulk - Wallet Size: 3.9"" in. x 2.85"" in. 0.5"" in.
HOW IT WORKS- At last! A wallet that will meet your everyday needs. The SERMAN BRANDS card holder is equipped with a front pocket made for your most used card. 2 pockets on the inside, with a photo ID slot, and a money clip to hold your cash. Wallet case also has smart pull-strap for quick access to your everyday cards.
LEATHERS- We use only the finest leathers to make smart and stylish wallets! Premium leathers that are soft and appealing! Our vintage leathers stay true to their nature by being receptive to scratches. With use the wallet will absorb the natural oils of your hands which will allow the wallet to develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.",None,B0CB22YXQT,None,Mens,"July 3, 2023",none,none,none,none,#19,none,none,"SERMAN BRANDS Genuine Leather Wallets

RFID Blocking - Theft Proof Wallet- Protect Your Identity

The Secret to Keeping Your Data Safe!

Identity Theft is at All Time High! Unless properly shielded, your card-based data is readily available when any active reader is in range!

The Best Way to Protect Your Smart Cards from unwanted capture of data from contact less cards issued by banks, governments and other institutions such as:

Credit or Debit (for example: MC PayPass, VISA PayWave, AMEX expresspay, INTERAC Flash, etc.)
Enhanced driver's license
Protects against access by NFC-equipped Smartphones

The RFID lining does not shield against some cards that operate at low frequencies of 125 kHz like hotel key cards, employee ID Badges, transit passes etc.
SERMAN BRANDS is a team of free thinkers with varied disciplines from design, engineering, marketing and finance. Together, they share their diverse strengths and united passion of creation to bring to you NEW life-easing everyday must haves. ""We love all things beautiful, functional and well crafted. Today there's a growing community of people who appreciate and hunt for this union of solid functionality, minimalist style combined with great craftsmanship made from honest materials. We believe that these are the core value of our creations and customers."
19,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",RUNBOX Slim Wallets for Men - Leather Money Clip Mens Wallet - RFID Blocking Front Pocket Bifold Wallet - Minimalist Credit Card Holder with Gift Box,https://m.media-amazon.com/images/I/71m5hW2hMCL._AC_SX679_.jpg,RUNBOX,4.4,"4,067",$11.95,"𝐑𝐅𝐈𝐃 𝐀𝐧𝐭𝐢-𝐓𝐡𝐞𝐟𝐭 𝐒𝐄𝐂𝐔𝐑𝐈𝐓𝐘 - this slim wallet for men equipped with German Instiute Certified RFID Security technology, a unique metal composite, engineered specifically to block 13.56 MHz or higher RFID signals to protect the valuable information and privacy
𝐈𝐍𝐓𝐄𝐆𝐀𝐓𝐄𝐃 𝐌𝐎𝐍𝐄𝐘 𝐂𝐋𝐈𝐏 - The refined metal money clip allows you to clip several bills inside your wallet. The layout design is so smart that your wallet/pocket won't be bulky any more
𝐓𝐈𝐌𝐄𝐋𝐄𝐒𝐒 𝐒𝐋𝐄𝐄𝐊 𝐃𝐄𝐒𝐈𝐆𝐍 - this men's wallet is made of finest vegan leather that is made to last. Using classic patterns, clean lines, hand-stitched finish, to best combine elegance, quality and practicality
𝐀 𝐆𝐑𝐄𝐀𝐓 𝐆𝐈𝐅𝐓 - This mens slim wallet comes in nice gift box packaging, is a perfect present for birthday, anniversaries, Father's Day, Christmas or just because, so you can easily gift it to your bf, hubby, dad, friend and choose the color they may love most for their next wallet",4.8 x 3.6 x 0.6 inches,B09M3Y8QZY,None,Men,none,none,RUNBOX,none,none,#20,none,none,"Product Description
RUNBOX Slim Wallet for Men with Money Clip
A simple, everyday men wallet that will look great and fit all of your belongings, and be with you for years.
Here, with RUNBOX Wallets, you get RFID protection, plenty of card slots, an ID window, Money Clip and more.

In RUNBOX, we always believe that products which can meet the needs of consumers are really great products.So we continue to provide you with good products and post-sales service, and hope that this can be recognized by you.
10+ Popular Colors
Finest Leather
Front pocket wallet
Slim Wallet for Men with Money Clip
A Perfect Gift for Men from RUNBOX
SLIM. DURABLE. FASHION.
To slim your pocket, RUNBOX's designers create this slim wallets for men reduces bulk with an efficient minimalistic design that makes everything easier.
Best fits 10-12 credit cards,an ID plus US bills, Total of 11 available card slots (including 1 hidden card slot which can take more cards).
There is 1 easy-to-access card slot on the outside for most-used cards so that you need no more shuffle through your wallet, looking for that one card you use almost every day!
11 card slots(1 ID window plus)
1 Quick Access Slot
RFID-blocking Function
Nice Gift Box
Durable Vegan Leather
𝐑𝐅𝐈𝐃-𝐏𝐑𝐎𝐓𝐄𝐂𝐓𝐈𝐎𝐍 𝐈𝐍𝐒𝐈𝐃𝐄 𝐀𝐍𝐃 𝐎𝐔𝐓
All of our wallets are tested by an independent German quality control institute. Our wallets block the most commonly used 13.56 MHz band and protect against data theft by RFID and NFC scanners.
KEEP YOUR BILLS IN PLACE
We refined the MONEY CLIP. Our military grade stainless clip, it's MORE FLEXIBLE AND SECURE than regular ones, which allows you to insert bills effortlessly, keeps bills securely in place whether you are standing, sitting or running.
QUALITY YOU CAN FEEL
RUNBOX durable mens wallets are made by experienced workers, our quality control team closely MONITOR EVERY STEP – leather selection, cutting, stitching, craftwork and packaging.
GIFTS IDEAS FOR MEN
A wallet, to DECENT to take out when he goes to pay anywhere. Needless to say, A PERFECT PRESENT for birthday, anniversaries, Fathers Day, Christmas and other special day.
Money Clip 06 Money Clip 02 Bifold Wallet 01 Airtag Wallet Bifold Wallet 01 Bifold Wallet 03
ID Window 1 1 1 1 2 2
Number of Cards 11 11 12 12 12 15
Money Pocket None None ✓ ✓ ✓ ✓
Money Clip Metal Money Clip Metal Money Clip None None None None
RFID Protection ✓ ✓ ✓ ✓ ✓ ✓
Airtag Holder None None None ✓ None None"
